CRAFTABLE PLANS LIST	Y/N	QUALITY	TYPE	STATION	CATEGORY	STYLE	RELEASE	NOTES
Elsweyr Carpet, Sandflowers		Epic	Pattern	Clothing	Parlor	Elsweyr	Elsweyr	
Elsweyr Cart, Masterwork		Legendary	Blueprint	Woodworking	Courtyard	Elsweyr	Scalebreaker	Master Writ Furnishing
Elsweyr Chaise Lounge, Upholstered		Legendary	Pattern	Clothing	Parlor	Elsweyr	Scalebreaker	Master Writ Furnishing
Elsweyr Chest, Red Gilded		Epic	Blueprint	Woodworking	Suite	Elsweyr	Elsweyr	
Elsweyr Column, Stone Support		Superior	Praxis	Enchanting	Courtyard	Elsweyr	Elsweyr	
Elsweyr Couch, Elegant Wooden		Epic	Blueprint	Woodworking	Parlor	Elsweyr	Elsweyr	
Elsweyr Couch, Wooden		Superior	Blueprint	Woodworking	Parlor	Elsweyr	Elsweyr	
Elsweyr Cup of Rice, Gilded		Superior	Sketch	Jewelry	Hearth	Elsweyr	Elsweyr	
Elsweyr Cupboard, Elegant Wooden		Epic	Blueprint	Woodworking	Hearth	Elsweyr	Elsweyr	
Elsweyr Curtains, Flat Panel Maroon		Superior	Pattern	Clothing	Parlor	Elsweyr	Elsweyr	
Elsweyr Curtains, Tied-Back Blue		Superior	Pattern	Clothing	Parlor	Elsweyr	Elsweyr	
Elsweyr Curtains, Wide Maroon		Epic	Pattern	Clothing	Parlor	Elsweyr	Elsweyr	
Elsweyr Desk, Elegant Wooden		Epic	Blueprint	Woodworking	Library	Elsweyr	Elsweyr	
Elsweyr Desk, Wooden		Superior	Blueprint	Woodworking	Library	Elsweyr	Elsweyr	
Elsweyr Fabric, Hanging		Superior	Pattern	Clothing	Workshop	Elsweyr	Elsweyr	
Elsweyr Fabric, Hanging Cluster		Superior	Pattern	Clothing	Workshop	Elsweyr	Elsweyr	
Elsweyr Fish, Displayed		Superior	Design	Provisioning	Hearth	Elsweyr	Elsweyr	
Elsweyr Floor, Masonry		Superior	Praxis	Enchanting	Structures	Elsweyr	Elsweyr	
Elsweyr Foot Bridge, Masonry		Superior	Praxis	Enchanting	Structures	Elsweyr	Elsweyr	
Elsweyr Fountain, Four Lions		Epic	Praxis	Enchanting	Courtyard	Elsweyr	Elsweyr	
Elsweyr Game, Swan Stones		Legendary	Sketch	Jewelry	Parlor	Elsweyr	Harrowstorm	Master Writ Furnishing
Elsweyr Gate, Masterwork		Legendary	Diagram	Blacksmithing	Structures	Elsweyr	Scalebreaker	Master Writ Furnishing
Elsweyr Gong, Ornate		Legendary	Diagram	Blacksmithing	Parlor	Elsweyr	Harrowstorm	Master Writ Furnishing
Elsweyr Gravy Boat, Gilded		Superior	Sketch	Jewelry	Hearth	Elsweyr	Elsweyr	
Elsweyr Half-Rug, Sandflowers		Superior	Pattern	Clothing	Parlor	Elsweyr	Elsweyr	
Elsweyr Incense Burner, Branched Brass		Epic	Sketch	Jewelry	Undercroft	Elsweyr	Elsweyr	
Elsweyr Incense Burner, Tall Brass		Superior	Sketch	Jewelry	Undercroft	Elsweyr	Elsweyr	
Elsweyr Incense, Fragrant		Legendary	Formula	Alchemy	Undercroft	Elsweyr	Scalebreaker	Master Writ Furnishing
Elsweyr Lantern, Hanging Twist		Superior	Praxis	Enchanting	Lighting	Elsweyr	Elsweyr	
Elsweyr Lantern, Metal Ring		Superior	Sketch	Jewelry	Lighting	Elsweyr	Elsweyr	
Elsweyr Lantern, Twist		Superior	Sketch	Jewelry	Lighting	Elsweyr	Elsweyr	
Elsweyr Lightpost, Ancient Stone		Superior	Praxis	Enchanting	Lighting	Elsweyr	Elsweyr	
Elsweyr Lightpost, Ancient Sturdy		Epic	Praxis	Enchanting	Lighting	Elsweyr	Elsweyr	
Elsweyr Lightpost, Ancient Tall		Epic	Praxis	Enchanting	Lighting	Elsweyr	Elsweyr	
Elsweyr Meal, Hearty Noodles		Superior	Blueprint	Woodworking	Hearth	Elsweyr	Elsweyr	
Elsweyr Meal, Roasted Chicken Pieces		Fine	Design	Provisioning	Hearth	Elsweyr	Elsweyr	
Elsweyr Meal, Root Vegetables		Superior	Design	Provisioning	Hearth	Elsweyr	Elsweyr	
Elsweyr Meal, Sweet Stew		Fine	Blueprint	Woodworking	Hearth	Elsweyr	Elsweyr	
Elsweyr Meal, Whole Roasted Chicken		Epic	Blueprint	Woodworking	Hearth	Elsweyr	Elsweyr	
Elsweyr Monument, Ancient Stone Broken		Epic	Praxis	Enchanting	Courtyard	Elsweyr	Elsweyr	
Elsweyr Mortar and Pestle, Engraved		Legendary	Formula	Alchemy	Workshop	Elsweyr	Harrowstorm	Master Writ Furnishing
Elsweyr Nightstand, Elegant Wooden		Epic	Blueprint	Woodworking	Suite	Elsweyr	Elsweyr	
Elsweyr Nightstand, Octagonal Wooden		Epic	Blueprint	Woodworking	Suite	Elsweyr	Elsweyr	
Elsweyr Nightstand, Wooden		Superior	Blueprint	Woodworking	Suite	Elsweyr	Elsweyr	
Elsweyr Pillar, Ancient Stone		Superior	Praxis	Enchanting	Courtyard	Elsweyr	Elsweyr	
Elsweyr Plate, Rough		Fine	Design	Provisioning	Hearth	Elsweyr	Elsweyr	
Elsweyr Plate, Umber Ceramic		Epic	Blueprint	Woodworking	Hearth	Elsweyr	Elsweyr	
Elsweyr Platform, Ancient Rectangular		Epic	Praxis	Enchanting	Structures	Elsweyr	Scalebreaker	Final Boss Moongrave Fane or Lair of Maarselok
Elsweyr Platform, Ancient Square		Superior	Praxis	Enchanting	Structures	Elsweyr	Scalebreaker	Final Boss Moongrave Fane or Lair of Maarselok
Elsweyr Platform, Stepped		Superior	Praxis	Enchanting	Structures	Elsweyr	Elsweyr	
Elsweyr Platform, Wooden Large		Fine	Blueprint	Woodworking	Structures	Elsweyr	Elsweyr	
Elsweyr Platform, Wooden Small		Fine	Blueprint	Woodworking	Structures	Elsweyr	Elsweyr	
Elsweyr Plinth, Ancient Stone		Fine	Praxis	Enchanting	Structures	Elsweyr	Elsweyr	
Elsweyr Post, Masonry Wall		Fine	Praxis	Enchanting	Courtyard	Elsweyr	Elsweyr	
Elsweyr Pot, Cerulean		Superior	Praxis	Enchanting	Hearth	Elsweyr	Elsweyr	
Elsweyr Pot, Floral		Superior	Praxis	Enchanting	Hearth	Elsweyr	Elsweyr	
Elsweyr Pot, Ornate		Fine	Praxis	Enchanting	Hearth	Elsweyr	Elsweyr	
Elsweyr Pot, Stoneware		Fine	Design	Provisioning	Hearth	Elsweyr	Elsweyr	
Elsweyr Pot, Tall		Epic	Praxis	Enchanting	Hearth	Elsweyr	Elsweyr	
Elsweyr Pot, Waves		Fine	Praxis	Enchanting	Hearth	Elsweyr	Elsweyr	
Elsweyr Room-Divider, Elegant		Epic	Blueprint	Woodworking	Suite	Elsweyr	Elsweyr	
Elsweyr Rug, Sandflowers		Epic	Pattern	Clothing	Parlor	Elsweyr	Elsweyr	
Elsweyr Runner, Autumn Vines		Superior	Pattern	Clothing	Parlor	Elsweyr	Elsweyr	
Elsweyr Runner, Lavish Floral		Superior	Pattern	Clothing	Parlor	Elsweyr	Elsweyr	
Elsweyr Sand Meditation Ring, Large		Superior	Praxis	Enchanting	Conservatory	Elsweyr	Elsweyr	
Elsweyr Sand Meditation Ring, Small		Fine	Praxis	Enchanting	Conservatory	Elsweyr	Elsweyr	
Elsweyr Sarcophagus Lid, Ancient		Superior	Praxis	Enchanting	Undercroft	Elsweyr	Elsweyr	
Elsweyr Sarcophagus, Ancient		Superior	Praxis	Enchanting	Undercroft	Elsweyr	Elsweyr	
Elsweyr Sconce, Candle Carved		Superior	Design	Provisioning	Lighting	Elsweyr	Elsweyr	
Elsweyr Sconce, Candle Elegant		Superior	Design	Provisioning	Lighting	Elsweyr	Elsweyr	
Elsweyr Sconce, Candle Engraved		Superior	Design	Provisioning	Lighting	Elsweyr	Elsweyr	
Elsweyr Sconce, Candle Shielded		Superior	Design	Provisioning	Lighting	Elsweyr	Elsweyr	
Elsweyr Shelf, Elegant Wall		Superior	Blueprint	Woodworking	Library	Elsweyr	Elsweyr	
Elsweyr Shrine, Ancient Large		Epic	Praxis	Enchanting	Undercroft	Elsweyr	Scalebreaker	Final Boss Moongrave Fane or Lair of Maarselok
Elsweyr Shrine, Ancient Multilevel		Superior	Praxis	Enchanting	Undercroft	Elsweyr	Scalebreaker	Final Boss Moongrave Fane or Lair of Maarselok
Elsweyr Shrine, Ancient Small		Superior	Praxis	Enchanting	Undercroft	Elsweyr	Scalebreaker	Final Boss Moongrave Fane or Lair of Maarselok
Elsweyr Spice Display, Matcha Green		Fine	Design	Provisioning	Hearth	Elsweyr	Elsweyr	
Elsweyr Spice Display, Saffron Red		Fine	Design	Provisioning	Hearth	Elsweyr	Elsweyr	
Elsweyr Spice Display, Turmeric Yellow		Fine	Design	Provisioning	Hearth	Elsweyr	Elsweyr	
Elsweyr Spire, Decorative		Superior	Praxis	Enchanting	Courtyard	Elsweyr	Elsweyr	
Elsweyr Stairs, Masonry		Superior	Praxis	Enchanting	Structures	Elsweyr	Elsweyr	
Elsweyr Stall Counter, Single		Superior	Blueprint	Woodworking	Dining	Elsweyr	Elsweyr	
Elsweyr Stall Counter, Triple		Epic	Blueprint	Woodworking	Dining	Elsweyr	Elsweyr	
Elsweyr Statue, Shrine Lion		Legendary	Praxis	Enchanting	Courtyard	Elsweyr	Scalebreaker	Master Writ Furnishing
Elsweyr Steamer, Ceramic		Superior	Design	Provisioning	Hearth	Elsweyr	Elsweyr	
Elsweyr Steaming Pot, Ceramic		Epic	Sketch	Jewelry	Hearth	Elsweyr	Elsweyr	
Elsweyr Streetlight, Inlaid Stone		Superior	Praxis	Enchanting	Lighting	Elsweyr	Elsweyr	
Elsweyr Sugar Bowl, Gilded		Superior	Sketch	Jewelry	Hearth	Elsweyr	Elsweyr	
Elsweyr Sugar Pipe, Gilded		Epic	Sketch	Jewelry	Parlor	Elsweyr	Elsweyr	
Elsweyr Table, Elegant Wooden		Epic	Blueprint	Woodworking	Dining	Elsweyr	Elsweyr	
Elsweyr Table, Long Wooden		Epic	Blueprint	Woodworking	Dining	Elsweyr	Elsweyr	
Elsweyr Table, Low		Superior	Blueprint	Woodworking	Dining	Elsweyr	Elsweyr	
Elsweyr Table, Low Square		Superior	Blueprint	Woodworking	Dining	Elsweyr	Elsweyr	
Elsweyr Table, Square		Superior	Blueprint	Woodworking	Dining	Elsweyr	Elsweyr	
Elsweyr Table, Wide		Superior	Blueprint	Woodworking	Dining	Elsweyr	Elsweyr	
Elsweyr Table, Wide Elegant Wooden		Epic	Blueprint	Woodworking	Dining	Elsweyr	Elsweyr	
Elsweyr Tapestry, Amber Vines		Superior	Pattern	Clothing	Parlor	Elsweyr	Elsweyr	
Elsweyr Tapestry, Ruby-Maroon		Superior	Pattern	Clothing	Parlor	Elsweyr	Elsweyr	
Elsweyr Tapestry, Verdant Blossom		Superior	Pattern	Clothing	Parlor	Elsweyr	Elsweyr	
Elsweyr Tapestry, Water Flowers		Superior	Pattern	Clothing	Parlor	Elsweyr	Elsweyr	
Elsweyr Tent, Open		Epic	Pattern	Clothing	Structures	Elsweyr	Elsweyr	
Elsweyr Throne, Elegant Wooden		Epic	Blueprint	Woodworking	Dining	Elsweyr	Elsweyr	
Elsweyr Tower, Ancient Huge		Epic	Praxis	Enchanting	Structures	Elsweyr	Scalebreaker	Final Boss Moongrave Fane or Lair of Maarselok
Elsweyr Trunk, Floral		Epic	Blueprint	Woodworking	Suite	Elsweyr	Elsweyr	
Elsweyr Trunk, Peaked Embellished		Epic	Blueprint	Woodworking	Suite	Elsweyr	Elsweyr	
Elsweyr Trunk, Peaked Floral		Epic	Blueprint	Woodworking	Suite	Elsweyr	Elsweyr	
Elsweyr Vessel, Umber Embellished		Superior	Sketch	Jewelry	Gallery	Elsweyr	Elsweyr	
Elsweyr Wall, Curved Masonry		Fine	Praxis	Enchanting	Structures	Elsweyr	Elsweyr	
Elsweyr Wall, Rough Wooden		Fine	Blueprint	Woodworking	Structures	Elsweyr	Elsweyr	
Elsweyr Wall, Short Masonry		Fine	Praxis	Enchanting	Structures	Elsweyr	Elsweyr	
Elsweyr Wall, Wide Masonry		Fine	Praxis	Enchanting	Structures	Elsweyr	Elsweyr	
Elsweyr Wardrobe, Elegant Wooden		Epic	Blueprint	Woodworking	Suite	Elsweyr	Elsweyr	
Elsweyr Wardrobe, Wide Elegant Wooden		Epic	Blueprint	Woodworking	Suite	Elsweyr	Elsweyr	
Elsweyr Well, Covered		Legendary	Blueprint	Woodworking	Courtyard	Elsweyr	Harrowstorm	Master Writ Furnishing
Elsweyr Winerack, Cane Mead		Epic	Blueprint	Woodworking	Hearth	Elsweyr	Elsweyr	
Elsweyr Writing Desk, Elegant Wooden		Epic	Blueprint	Woodworking	Library	Elsweyr	Elsweyr	
Fabricant Saplings, Electrum		Fine	Formula	Alchemy	Conservatory	Fabricant	Morrowind / Clockwork	
Fabricant Shrub, Copper		Fine	Formula	Alchemy	Conservatory	Fabricant	Morrowind / Clockwork	
Fabricant Shrub, Gold		Fine	Formula	Alchemy	Conservatory	Fabricant	Morrowind / Clockwork	
Fabricant Shrubs, Beryl		Fine	Formula	Alchemy	Conservatory	Fabricant	Morrowind / Clockwork	
Fabricant Tree, Cobalt Spruce		Superior	Formula	Alchemy	Conservatory	Fabricant	Morrowind / Clockwork	
Fabricant Tree, Electrum		Superior	Formula	Alchemy	Conservatory	Fabricant	Morrowind / Clockwork	
Fabricant Tree, Gnarled Cypress		Fine	Formula	Alchemy	Conservatory	Fabricant	Morrowind / Clockwork	
Fabricant Tree, Miniature Cherry Blossom		Epic	Formula	Alchemy	Conservatory	Fabricant	Morrowind / Clockwork	Farm Clockwork City
Fabricant Tree, Vibrant Cherry Blossom		Epic	Formula	Alchemy	Conservatory	Fabricant	Morrowind / Clockwork	Farm Clockwork City
Fabricant Trees, Clustered Maple		Superior	Formula	Alchemy	Conservatory	Fabricant	Morrowind / Clockwork	
Fargrave Balcony		Superior	Blueprint	Woodworking	Structures	Fargrave	Ascending Tide	Drops From Deadland Dailies
Fargrave Bench, Long Stone		Superior	Praxis	Enchanting	Dining	Fargrave	Deadlands	
Fargrave Bench, Stone		Superior	Praxis	Enchanting	Dining	Fargrave	Deadlands	
Fargrave Book Stack, Levitating		Epic	Pattern	Clothing	Library	Miscellaneous	Deadlands	
Fargrave Box of Fruit		Superior	Design	Provisioning	Hearth	Fargrave	Deadlands	
Fargrave Box of Grapes		Fine	Design	Provisioning	Hearth	Fargrave	Deadlands	
Fargrave Bread and Sweetrolls		Epic	Design	Provisioning	Hearth	Fargrave	Deadlands	
Fargrave Bread, Baguettes		Superior	Design	Provisioning	Hearth	Fargrave	Deadlands	
Fargrave Bread, Round Loaves		Superior	Design	Provisioning	Hearth	Fargrave	Deadlands	
Fargrave Bread, Various Loaves		Superior	Design	Provisioning	Hearth	Fargrave	Deadlands	
Fargrave Bridge, Rope		Epic	Blueprint	Woodworking	Structures	Fargrave	Ascending Tide	Drops From Deadland Dailies
Fargrave Canopy, Massive		Superior	Pattern	Clothing	Structures	Fargrave	Ascending Tide	Drops From Deadland Dailies
Fargrave Colonnade Hall		Epic	Praxis	Enchanting	Structures	Fargrave	Ascending Tide	Drops From Deadland Dailies
Fargrave Colonnade Pillar, Tall		Superior	Praxis	Enchanting	Courtyard	Fargrave	Ascending Tide	Drops From Deadland Dailies
Fargrave Colonnade Roof, Barrel		Superior	Praxis	Enchanting	Structures	Fargrave	Ascending Tide	Drops From Deadland Dailies
Fargrave Corn, Bunch		Superior	Design	Provisioning	Hearth	Fargrave	Deadlands	
Fargrave Counter, Merchant		Superior	Blueprint	Woodworking	Dining	Fargrave	Deadlands	
Fargrave Defensive Spike, Corner		Superior	Diagram	Blacksmithing	Structures	Fargrave	Ascending Tide	Drops From Deadland Dailies
Fargrave Defensive Spike, Curved		Superior	Diagram	Blacksmithing	Structures	Fargrave	Ascending Tide	Drops From Deadland Dailies
Fargrave Defensive Spike, Straight		Superior	Diagram	Blacksmithing	Structures	Fargrave	Ascending Tide	Drops From Deadland Dailies
Fargrave Door		Superior	Blueprint	Woodworking	Structures	Fargrave	Ascending Tide	Drops From Deadland Dailies
Fargrave Doorway, Stone Frame		Epic	Praxis	Enchanting	Structures	Fargrave	Ascending Tide	Drops From Deadland Dailies
Fargrave Facade, Huge		Superior	Praxis	Enchanting	Structures	Fargrave	Ascending Tide	Drops From Deadland Dailies
Fargrave Fish Pile, Deadlands Trout		Fine	Design	Provisioning	Hearth	Fargrave	Deadlands	
Fargrave Fish Pile, Marinated Trout		Superior	Design	Provisioning	Hearth	Fargrave	Deadlands	
Fargrave Gems, Levitating		Epic	Formula	Alchemy	Undercroft	Fargrave	Deadlands	
Fargrave Ham		Fine	Design	Provisioning	Hearth	Fargrave	Deadlands	
Fargrave Meats		Superior	Design	Provisioning	Hearth	Fargrave	Deadlands	
Fargrave Platform, Square		Superior	Praxis	Enchanting	Structures	Fargrave	Ascending Tide	Drops From Deadland Dailies
Fargrave Post, Garden Wall		Fine	Praxis	Enchanting	Courtyard	Fargrave	Ascending Tide	Drops From Deadland Dailies
Fargrave Sausages		Superior	Design	Provisioning	Hearth	Fargrave	Deadlands	
Fargrave Stall, Large Merchant		Superior	Blueprint	Woodworking	Structures	Fargrave	Deadlands	
Fargrave Stairway, Stone		Fine	Praxis	Enchanting	Structures	Fargrave	Ascending Tide	Drops From Deadland Dailies
Fargrave Stairway, Wide Stone		Superior	Praxis	Enchanting	Structures	Fargrave	Ascending Tide	Drops From Deadland Dailies
Fargrave Terrarium, Flower		Epic	Formula	Alchemy	Gallery	Fargrave	Deadlands	
Fargrave Terrarium, Large Gas Blossom		Epic	Formula	Alchemy	Gallery	Fargrave	Deadlands	
Fargrave Terrarium, Scuttlebloom		Epic	Formula	Alchemy	Gallery	Fargrave	Deadlands	
Fargrave Terrarium, Small Gas Blossom		Superior	Formula	Alchemy	Gallery	Fargrave	Deadlands	
Fargrave Terrarium, Watcher		Superior	Formula	Alchemy	Gallery	Fargrave	Deadlands	
Fargrave Tomato Bunch		Superior	Design	Provisioning	Hearth	Fargrave	Deadlands	
Fargrave Wall, Exterior		Superior	Praxis	Enchanting	Structures	Fargrave	Ascending Tide	Drops From Deadland Dailies
Fargrave Wall, Garden		Superior	Praxis	Enchanting	Structures	Fargrave	Ascending Tide	Drops From Deadland Dailies
Fargrave Wall, Interior		Superior	Praxis	Enchanting	Structures	Fargrave	Ascending Tide	Drops From Deadland Dailies
Fargrave Water Globules, Static		Legendary	Formula	Alchemy	Lighting	Fargrave	Ascending Tide	Master Writ Furnishing
Fargrave Window, Grand Medallion		Legendary	Sketch	Jewelry	Lighting	Fargrave	Ascending Tide	Master Writ Furnishing
Fargrave Window, Medallion		Epic	Praxis	Enchanting	Lighting	Fargrave	Ascending Tide	Drops From Deadland Dailies
Figurine, The Dragon's Glare		Legendary	Sketch	Jewelry	Parlor	Miscellaneous	Wolfhunter	Master Writ Furnishing
Figurine, The Fish and the Unicorn		Epic	Sketch	Jewelry	Parlor	Alinor	Summerset	
Figurine, The Sea-Monster's Surprise		Epic	Sketch	Jewelry	Parlor	Alinor	Summerset	
Figurine, The Taming of the Gryphon		Epic	Sketch	Jewelry	Parlor	Alinor	Summerset	
Fireplace Grate, Wrought Iron		Fine	Diagram	Blacksmithing	Workshop	Alinor	Summerset	
Fireplace Tools, Wrought Iron		Superior	Diagram	Blacksmithing	Workshop	Alinor	Summerset	
Fish, Large		Superior	Design	Provisioning	Hearth	Plain Food	Homestead	
Fish, Medium		Superior	Design	Provisioning	Hearth	Plain Food	Homestead	
Fish, Small		Superior	Design	Provisioning	Hearth	Plain Food	Homestead	
Footstool, Block		Fine	Blueprint	Woodworking	Workshop	Miscellaneous	Homestead	
Frog-Caller, Untuned		Legendary	Blueprint	Woodworking	Parlor	Miscellaneous	Elsweyr	Master Writ Furnishing
Gibbet, Single		Epic	Blueprint	Woodworking	Undercroft	Miscellaneous	Homestead	
Goblet, Wine		Superior	Design	Provisioning	Hearth	Miscellaneous	Homestead	
Grapes, Wax		FIne	Design	Provisioning	Hearth	Plain Food	Homestead	
Grilling Rack		Superior	Diagram	Blacksmithing	Hearth	Plain Food	Homestead	
Grub Kebabs		Fine	Design	Provisioning	Hearth	Murkmire	Murkmire	
Hagraven Cauldron, Ritual		Superior	Praxis	Enchanting	Undercroft	Miscellaneous	Morrowind / Clockwork	
Hakoshae Banner, Blue		Fine	Pattern	Clothing	Parlor	Hakoshae	Elsweyr	
Hakoshae Banner, Square		Fine	Pattern	Clothing	Parlor	Hakoshae	Elsweyr	
Hakoshae Banner, Triple Insignia		Fine	Pattern	Clothing	Parlor	Hakoshae	Elsweyr	
Hakoshae Hook, Block		Superior	Diagram	Blacksmithing	Courtyard	Hakoshae	Elsweyr	
Hakoshae Lantern, Blue		Epic	Pattern	Clothing	Lighting	Hakoshae	Elsweyr	
Hakoshae Lantern, Crimson		Epic	Pattern	Clothing	Lighting	Hakoshae	Elsweyr	
Hakoshae Lantern, Linked Rings		Epic	Pattern	Clothing	Lighting	Hakoshae	Elsweyr	
Hakoshae Pillar, Wooden Hooked		Superior	Diagram	Blacksmithing	Courtyard	Hakoshae	Elsweyr	
Ham, Display		Superior	Design	Provisioning	Hearth	Plain Food	Homestead	
Hammer, Forge		Superior	Diagram	Blacksmithing	Workshop	Miscellaneous	Homestead	
Hearty Bread		Superior	Design	Provisioning	Hearth	Plain Food	Homestead	
High Elf Armoire, Winged		Epic	Blueprint	Woodworking	Suite	High Elf	Homestead	
High Elf Banner, Gilded		Epic	Pattern	Clothing	Parlor	High Elf	Homestead	
High Elf Bar, Overhanging		Superior	Blueprint	Woodworking	Dining	High Elf	Homestead	
High Elf Basin, Gilded		Fine	Diagram	Blacksmithing	Undercroft	High Elf	Homestead	
High Elf Basin, Standing		Epic	Diagram	Blacksmithing	Undercroft	High Elf	Homestead	
High Elf Basin, Winged		Superior	Diagram	Blacksmithing	Undercroft	High Elf	Homestead	
High Elf Bed, Bunk		Fine	Blueprint	Woodworking	Suite	High Elf	Homestead	
High Elf Bed, Single		Fine	Blueprint	Woodworking	Suite	High Elf	Homestead	
High Elf Bed, Verdant		Superior	Blueprint	Woodworking	Suite	High Elf	Homestead	
High Elf Bed, Winged		Superior	Blueprint	Woodworking	Suite	High Elf	Homestead	
High Elf Bed, Winged Double		Epic	Blueprint	Woodworking	Suite	High Elf	Homestead	
High Elf Bench, Covered		Epic	Pattern	Clothing	Dining	High Elf	Homestead	
High Elf Bench, Curved		Fine	Blueprint	Woodworking	Dining	High Elf	Homestead	
High Elf Bookcase, Verdant		Superior	Blueprint	Woodworking	Library	High Elf	Homestead	
High Elf Bookcase, Winged		Epic	Blueprint	Woodworking	Library	High Elf	Homestead	
High Elf Bookshelf, Verdant		Fine	Praxis	Enchanting	Library	High Elf	Homestead	
High Elf Bookshelf, Winged		Epic	Blueprint	Woodworking	Library	High Elf	Homestead	
High Elf Bottle, Winged		Superior	Formula	Alchemy	Hearth	High Elf	Homestead	
High Elf Bowl, Serving		Epic	Diagram	Blacksmithing	Hearth	High Elf	Homestead	
High Elf Brazier, Winged		Epic	Diagram	Blacksmithing	Lighting	High Elf	Homestead	
High Elf Cabinet, Corner		Epic	Blueprint	Woodworking	Hearth	High Elf	Homestead	
High Elf Candelabra, Winged		Epic	Diagram	Blacksmithing	Lighting	High Elf	Homestead	
High Elf Candle, Winged		Epic	Diagram	Blacksmithing	Lighting	High Elf	Homestead	
High Elf Candleholder, Sturdy		Fine	Diagram	Blacksmithing	Lighting	High Elf	Homestead	
High Elf Carafe, Gilded		Superior	Diagram	Blacksmithing	Hearth	High Elf	Homestead	
High Elf Carpet, Eagle		Epic	Pattern	Clothing	Parlor	High Elf	Homestead	
High Elf Carpet, Rustic		Fine	Pattern	Clothing	Parlor	High Elf	Homestead	
High Elf Carpet, Tree-Themed		Superior	Pattern	Clothing	Parlor	High Elf	Homestead	
High Elf Carpet, Water-Themed		Superior	Pattern	Clothing	Parlor	High Elf	Homestead	
High Elf Chair, Regal Verdant		Epic	Blueprint	Woodworking	Dining	High Elf	Homestead	
High Elf Chair, Regal Winged		Epic	Blueprint	Woodworking	Dining	High Elf	Homestead	
High Elf Chair, Verdant		Superior	Blueprint	Woodworking	Dining	High Elf	Homestead	
High Elf Chair, Winged		Superior	Blueprint	Woodworking	Dining	High Elf	Homestead	
High Elf Chandelier, Winged		Epic	Diagram	Blacksmithing	Lighting	High Elf	Homestead	
High Elf Chest of Drawers		Superior	Blueprint	Woodworking	Suite	High Elf	Homestead	
High Elf Counter, Block		Epic	Blueprint	Woodworking	Dining	High Elf	Homestead	
High Elf Counter, Long Cabinet		Fine	Blueprint	Woodworking	Dining	High Elf	Homestead	
High Elf Crest, Winged		Epic	Diagram	Blacksmithing	Gallery	High Elf	Homestead	
High Elf Cup, Gilded		Fine	Diagram	Blacksmithing	Hearth	High Elf	Homestead	
High Elf Decanter, Glass		Epic	Formula	Alchemy	Hearth	High Elf	Homestead	
High Elf Desk, Regal Winged		Epic	Praxis	Enchanting	Library	High Elf	Homestead	
High Elf Desk, Sturdy		Fine	Blueprint	Woodworking	Library	High Elf	Homestead	
High Elf Desk, Verdant		Superior	Praxis	Enchanting	Library	High Elf	Homestead	
