Name	Quality	Category	Resin	Wax	Ochre	Rune	Wood	Regulus	Bast	Pelt	Patch	Mat Sum
Elsweyr Tapestry, Ruby-Maroon	superior	Parlor	5.0					5.0	10.0		Elsweyr	20.0
Elsweyr Tapestry, Verdant Blossom	superior	Parlor	5.0					5.0	10.0		Elsweyr	20.0
Elsweyr Tapestry, Water Flowers	superior	Parlor	5.0					5.0	10.0		Elsweyr	20.0
Elsweyr Tent, Open	epic	Structures	9.0				7.0		13.0		Elsweyr	29.0
Elsweyr Throne, Elegant Wooden	epic	Dining	7.0		7.0		13.0				Elsweyr	27.0
Elsweyr Tower, Ancient Huge	epic	Structures			7.0	13.0		7.0			Scalebreaker	27.0
Elsweyr Trunk, Floral	epic	Suite		6.0		10.0	13.0				Elsweyr	29.0
Elsweyr Trunk, Peaked Embellished	epic	Suite			6.0	10.0	13.0				Elsweyr	29.0
Elsweyr Trunk, Peaked Floral	epic	Suite	7.0			10.0	13.0				Elsweyr	30.0
Elsweyr Vessel, Umber Embellished	superior	Gallery			6.0	6.0					Elsweyr	12.0
Elsweyr Wall, Curved Masonry	fine	Structures		4.0		5.0					Elsweyr	9.0
Elsweyr Wall, Rough Wooden	fine	Structures		4.0			5.0				Elsweyr	9.0
Elsweyr Wall, Short Masonry	fine	Structures		4.0		5.0					Elsweyr	9.0
Elsweyr Wall, Wide Masonry	fine	Structures		4.0		5.0					Elsweyr	9.0
Elsweyr Wardrobe, Elegant Wooden	epic	Suite	9.0	6.0			13.0				Elsweyr	28.0
Elsweyr Wardrobe, Wide Elegant Wooden	epic	Suite	7.0		7.0		13.0				Elsweyr	27.0
Elsweyr Well, Covered	legendary	Courtyard			8.0	13.0	15.0	15.0			Harrowstorm	51.0
Elsweyr Winerack, Cane Mead	epic	Hearth	7.0	8.0			13.0				Elsweyr	28.0
Elsweyr Writing Desk, Elegant Wooden	epic	Library	7.0		7.0		13.0				Elsweyr	27.0
Fabricant Saplings, Electrum	fine	Conservatory	5.0				3.0	3.0			Morrowind / Clockwork	11.0
Fabricant Shrub, Copper	fine	Conservatory	5.0				3.0	3.0			Morrowind / Clockwork	11.0
Fabricant Shrub, Gold	fine	Conservatory	5.0				3.0	3.0			Morrowind / Clockwork	11.0
Fabricant Shrubs, Beryl	fine	Conservatory	5.0				3.0	3.0			Morrowind / Clockwork	11.0
Fabricant Tree, Cobalt Spruce	superior	Conservatory	8.0				5.0	5.0			Morrowind / Clockwork	18.0
Fabricant Tree, Electrum	superior	Conservatory	9.0				5.0	5.0			Morrowind / Clockwork	19.0
Fabricant Tree, Gnarled Cypress	fine	Conservatory	6.0				3.0	3.0			Morrowind / Clockwork	12.0
Fabricant Tree, Miniature Cherry Blossom	epic	Conservatory	12.0				8.0	8.0			Morrowind / Clockwork	28.0
Fabricant Tree, Vibrant Cherry Blossom	epic	Conservatory	12.0				8.0	8.0			Morrowind / Clockwork	28.0
Fabricant Trees, Clustered Maple	superior	Conservatory	9.0				5.0	5.0			Morrowind / Clockwork	19.0
Fargrave Bench, Long Stone	superior	Dining				9.0		6.0			Deadlands	15.0
Fargrave Bench, Stone	superior	Dining				9.0		6.0			Deadlands	15.0
Fargrave Box of Fruit	superior	Hearth		7.0			6.0				Deadlands	13.0
Fargrave Box of Grapes	fine	Hearth		4.0							Deadlands	4.0
Fargrave Bread and Sweetrolls	epic	Hearth	7.0	10.0		10.0					Deadlands	27.0
Fargrave Bread, Baguettes	superior	Hearth	6.0	7.0							Deadlands	13.0
Fargrave Bread, Round Loaves	superior	Hearth	6.0	7.0							Deadlands	13.0
Fargrave Bread, Various Loaves	superior	Hearth		7.0		6.0					Deadlands	13.0
Fargrave Bridge, Rope	epic	Structures					13.0	10.0		7.0	Ascending Tide	30.0
Fargrave Colonnade Hall	epic	Structures	9.0			13.0		7.0			Ascending Tide	29.0
Fargrave Colonnade Roof, Barrel	fine	Structures	6.0			9.0					Ascending Tide	15.0
Fargrave Corn, Bunch	superior	Hearth	6.0	7.0							Deadlands	13.0
Fargrave Counter, Merchant	superior	Dining					9.0			6.0	Deadlands	15.0
Fargrave Doorway, Stone Frame	epic	Structures	9.0			13.0		7.0			Ascending Tide	29.0
Fargrave Fish Pile, Deadlands Trout	fine	Hearth		4.0							Deadlands	4.0
Fargrave Fish Pile, Marinated Trout	superior	Hearth	6.0	7.0							Deadlands	13.0
Fargrave Gems, Levitating	epic	Lighting	12.0			10.0		7.0			Deadlands	29.0
Fargrave Ham	fine	Hearth		4.0							Deadlands	4.0
Fargrave Meats	superior	Hearth	6.0	7.0							Deadlands	13.0
Fargrave Sausages	superior	Hearth	6.0	7.0							Deadlands	13.0
Fargrave Stall, Large Merchant	superior	Structures					9.0	6.0			Deadlands	15.0
Fargrave Terrarium, Flower	epic	Gallery	12.0	8.0						7.0	Deadlands	27.0
Fargrave Terrarium, Large Gas Blossom	epic	Gallery	12.0	8.0						7.0	Deadlands	27.0
Fargrave Terrarium, Scuttlebloom	epic	Gallery	12.0	8.0						7.0	Deadlands	27.0
Fargrave Terrarium, Small Gas Blossom	superior	Gallery	8.0	5.0							Deadlands	13.0
Fargrave Terrarium, Watcher	superior	Gallery	8.0	5.0							Deadlands	13.0
Fargrave Tomato Bunch	superior	Hearth	6.0	7.0							Deadlands	13.0
Fargrave Window, Grand Medallion	legendary	Lighting	12.0		10.0	15.0		11.0			Ascending Tide	48.0
Fargrave Window, Medallion	epic	Lighting	9.0		6.0	13.0					Ascending Tide	28.0
Figurine, The Dragon's Glare	legendary	Parlor		11.0	15.0	13.0		13.0			Wolfhunter	52.0
Figurine, The Fish and the Unicorn	epic	Parlor	9.0		9.0			7.0			Summerset	25.0
Figurine, The Sea-Monster's Surprise	epic	Parlor	7.0		9.0			9.0			Summerset	25.0
Figurine, The Taming of the Gryphon	epic	Parlor		6.0	9.0	8.0		7.0			Summerset	30.0
Fireplace Grate, Wrought Iron	fine	Workshop						6.0			Summerset	6.0
Fireplace Tools, Wrought Iron	superior	Workshop					5.0	9.0			Summerset	14.0
Fish, Large	superior	Hearth	8.0	10.0		7.0					Homestead	25.0
Fish, Medium	superior	Hearth	7.0	9.0		7.0					Homestead	23.0
Fish, Small	superior	Hearth	7.0	8.0		6.0					Homestead	21.0
Footstool, Block	fine	Workshop					5.0				Homestead	5.0
Frog-Caller, Untuned	legendary	Parlor		9.0			15.0	13.0		15.0	Elsweyr	52.0
Gibbet, Single	epic	Undercroft					11.0	7.0	6.0		Homestead	24.0
Goblet, Wine	superior	Hearth	7.0	10.0				7.0			Homestead	24.0
Grapes, Wax	fine	Hearth		3.0							Homestead	3.0
Grilling Rack	superior	Hearth		8.0		7.0		11.0			Homestead	26.0
Grub Kebabs	fine	Hearth		4.0							Murkmire	4.0
Hagraven Cauldron, Ritual	superior	Undercroft		4.0		9.0			5.0		Morrowind / Clockwork	18.0
Hakoshae Banner, Blue	fine	Parlor	4.0						5.0		Elsweyr	9.0
Hakoshae Banner, Square	fine	Parlor	4.0						5.0		Elsweyr	9.0
Hakoshae Banner, Triple Insignia	fine	Parlor	4.0						5.0		Elsweyr	9.0
Hakoshae Hook, Block	superior	Courtyard	6.0					9.0			Elsweyr	15.0
Hakoshae Lantern, Blue	epic	Lighting	9.0			7.0			13.0		Elsweyr	29.0
Hakoshae Lantern, Crimson	epic	Lighting	9.0			7.0			13.0		Elsweyr	29.0
Hakoshae Lantern, Linked Rings	epic	Lighting	9.0			7.0			13.0		Elsweyr	29.0
Hakoshae Pillar, Wooden Hooked	superior	Courtyard	5.0				5.0	10.0			Elsweyr	20.0
Ham, Display	superior	Hearth		7.0							Homestead	7.0
Hammer, Forge	superior	Workshop					5.0	7.0			Homestead	12.0
Hearty Bread	superior	Hearth	4.0	6.0							Homestead	10.0
High Elf Armoire, Winged	epic	Suite	7.0				11.0	8.0			Homestead	26.0
High Elf Banner, Gilded	epic	Parlor		8.0		8.0			12.0		Homestead	28.0
High Elf Bar, Overhanging	superior	Dining				5.0	7.0	5.0			Homestead	17.0
High Elf Basin, Gilded	fine	Undercroft	3.0			4.0		6.0			Homestead	13.0
High Elf Basin, Standing	epic	Undercroft	7.0			9.0		12.0			Homestead	28.0
High Elf Basin, Winged	superior	Undercroft	7.0			7.0		11.0			Homestead	25.0
High Elf Bed, Bunk	fine	Suite					6.0		3.0		Homestead	9.0
High Elf Bed, Single	fine	Suite					5.0		3.0		Homestead	8.0
High Elf Bed, Verdant	superior	Suite					9.0	6.0	5.0		Homestead	20.0
High Elf Bed, Winged	superior	Suite					10.0	6.0	5.0		Homestead	21.0
High Elf Bed, Winged Double	epic	Suite					13.0	8.0	9.0		Homestead	30.0
High Elf Bench, Covered	epic	Dining		7.0			8.0		11.0		Homestead	26.0
High Elf Bench, Curved	fine	Dining					4.0				Homestead	4.0
High Elf Bookcase, Verdant	superior	Library				6.0	10.0	6.0			Homestead	22.0
High Elf Bookcase, Winged	epic	Library				7.0	12.0	9.0			Homestead	28.0
High Elf Bookshelf, Verdant	fine	Library				5.0	4.0				Homestead	9.0
High Elf Bookshelf, Winged	epic	Library				9.0	12.0	7.0			Homestead	28.0
High Elf Bottle, Winged	superior	Hearth	10.0	7.0				6.0			Homestead	23.0
High Elf Bowl, Serving	epic	Hearth		7.0		8.0		11.0			Homestead	26.0
High Elf Brazier, Winged	epic	Lighting				9.0	8.0	13.0			Homestead	30.0
High Elf Cabinet, Corner	epic	Hearth		7.0			11.0	8.0			Homestead	26.0
High Elf Candelabra, Winged	epic	Lighting	8.0			8.0		12.0			Homestead	28.0
High Elf Candle, Winged	epic	Lighting	7.0			8.0		11.0			Homestead	26.0
High Elf Candleholder, Sturdy	fine	Lighting						4.0			Homestead	4.0
High Elf Carafe, Gilded	superior	Hearth	5.0			5.0		8.0			Homestead	18.0
High Elf Carpet, Eagle	epic	Parlor	7.0	8.0					11.0		Homestead	26.0
High Elf Carpet, Rustic	fine	Parlor							5.0		Homestead	5.0
High Elf Carpet, Tree-Themed	superior	Parlor	5.0	6.0					9.0		Homestead	20.0
High Elf Carpet, Water-Themed	superior	Parlor		6.0		5.0			9.0		Homestead	20.0
High Elf Chair, Regal Verdant	epic	Dining					11.0	7.0	7.0		Homestead	25.0
High Elf Chair, Regal Winged	epic	Dining					12.0	9.0	7.0		Homestead	28.0
High Elf Chair, Verdant	superior	Dining					8.0				Homestead	8.0
High Elf Chair, Winged	superior	Dining				6.0	10.0	7.0			Homestead	23.0
High Elf Chandelier, Winged	epic	Lighting	8.0			9.0		13.0			Homestead	30.0
High Elf Chest of Drawers	superior	Suite		4.0		4.0	8.0	5.0			Homestead	21.0
High Elf Counter, Block	epic	Dining		7.0			11.0	8.0			Homestead	26.0
High Elf Counter, Long Cabinet	fine	Dining					6.0				Homestead	6.0
High Elf Crest, Winged	epic	Gallery		7.0		10.0		13.0			Homestead	30.0
High Elf Cup, Gilded	fine	Hearth						5.0			Homestead	5.0
High Elf Decanter, Glass	epic	Hearth	11.0			7.0		8.0			Homestead	26.0
High Elf Desk, Regal Winged	epic	Library				12.0	9.0	7.0			Homestead	28.0
High Elf Desk, Sturdy	fine	Library					5.0				Homestead	5.0
High Elf Desk, Verdant	superior	Library				10.0	7.0	4.0			Homestead	21.0
High Elf Divider, Carved	epic	Suite					8.0	7.0	11.0		Homestead	26.0
High Elf Divider, Delicate	epic	Suite					7.0	11.0	8.0		Homestead	26.0
High Elf Dresser, Corner	epic	Suite				11.0	8.0	7.0			Homestead	26.0
High Elf Dresser, Sturdy	fine	Suite					6.0				Homestead	6.0
High Elf Dresser, Verdant	superior	Suite				8.0	5.0	5.0			Homestead	18.0
High Elf Dresser, Winged	epic	Suite				12.0	8.0	8.0			Homestead	28.0
High Elf End Table, Sturdy	fine	Parlor					4.0				Homestead	4.0
High Elf End Table, Verdant	superior	Parlor				7.0	5.0	5.0			Homestead	17.0
High Elf End Table, Winged	epic	Parlor				11.0	8.0	7.0			Homestead	26.0
High Elf Flask, Gilded	fine	Hearth						5.0			Homestead	5.0
High Elf Flute, Wine	superior	Hearth	5.0	5.0				7.0			Homestead	17.0
High Elf Goblet, Glass	epic	Hearth	11.0	7.0				8.0			Homestead	26.0
High Elf Goblet, Winged	epic	Hearth	7.0	8.0				11.0			Homestead	26.0
High Elf Lamp, Oil	superior	Lighting	4.0					6.0			Homestead	10.0
High Elf Lamppost, Spiked	superior	Lighting	6.0			9.0		6.0			Homestead	21.0
High Elf Lamppost, Stone	epic	Lighting				13.0	6.0	11.0			Homestead	30.0
High Elf Medal, Winged	epic	Gallery		8.0		8.0		12.0			Homestead	28.0
High Elf Plate, Dinner	fine	Hearth						5.0			Homestead	5.0
High Elf Platter, Gilded	superior	Hearth	5.0	6.0				8.0			Homestead	19.0
High Elf Platter, Winged	epic	Hearth		8.0		7.0		11.0			Homestead	26.0
High Elf Pot, Hanging	epic	Hearth	8.0			8.0		12.0			Homestead	28.0
High Elf Sconce, Winged	epic	Lighting		8.0		8.0		12.0			Homestead	28.0
High Elf Shelf, Long	fine	Library					4.0				Homestead	4.0
High Elf Shelf, Short	fine	Library					4.0				Homestead	4.0
High Elf Stool, Covered	epic	Workshop					9.0	6.0	7.0		Homestead	22.0
High Elf Stool, Curved	fine	Workshop					4.0				Homestead	4.0
High Elf Streetlight, Stone	epic	Courtyard	6.0			13.0		11.0			Homestead	30.0
High Elf Table, Sturdy Formal	fine	Dining					4.0				Homestead	4.0
High Elf Table, Sturdy Kitchen	fine	Dining					6.0				Homestead	6.0
High Elf Table, Tea	epic	Dining				13.0	9.0	8.0			Homestead	30.0
High Elf Table, Verdant Formal	superior	Dining				8.0	6.0	5.0			Homestead	19.0
High Elf Table, Verdant Kitchen	superior	Dining				9.0	6.0	4.0			Homestead	19.0
High Elf Table, Winged Formal	epic	Dining				11.0	8.0	7.0			Homestead	26.0
High Elf Table, Winged Kitchen	epic	Dining				11.0	8.0	7.0			Homestead	26.0
High Elf Tapestry, Eagle	epic	Parlor		8.0		8.0			12.0		Homestead	28.0
High Elf Tapestry, Gilded	epic	Parlor	9.0	7.0					12.0		Homestead	28.0
High Elf Tapestry, Rustic	fine	Parlor							5.0		Homestead	5.0
High Elf Tapestry, Tree-Themed	superior	Parlor		7.0					10.0		Homestead	17.0
High Elf Tapestry, Water-Themed	superior	Parlor		6.0		6.0			10.0		Homestead	22.0
High Elf Trestle, Sturdy	fine	Dining					4.0				Homestead	4.0
High Elf Trestle, Verdant	superior	Dining				9.0	6.0	5.0			Homestead	20.0
High Elf Trestle, Winged	epic	Dining				12.0	8.0	8.0			Homestead	28.0
High Elf Trunk, Jeweled	epic	Suite				8.0	8.0	12.0			Homestead	28.0
High Elf Trunk, Winged	superior	Suite				5.0	9.0	7.0			Homestead	21.0
High Elf Vase, Gilded	superior	Parlor		5.0		5.0		8.0			Homestead	18.0
High Elf Vase, Winged	epic	Parlor	11.0			8.0		7.0			Homestead	26.0
High Elf Wagon, Covered	epic	Courtyard					13.0	6.0	11.0		Homestead	30.0
High Elf Wagon, Sturdy	superior	Courtyard	5.0				9.0	6.0			Homestead	20.0
High Elf Wine Rack, Folding	superior	Hearth	7.0				10.0	6.0			Homestead	23.0
Hlaalu Amphora, Sealed Orichalcum	epic	Hearth				12.0	8.0	8.0			Morrowind / Clockwork	28.0
Hlaalu Armchair, Mossy Cushion	epic	Dining	6.0			6.0	12.0		8.0		Morrowind / Clockwork	32.0
Hlaalu Armchair, Polished	epic	Dining	7.0	8.0			11.0				Morrowind / Clockwork	26.0
Hlaalu Banner, Floral	superior	Parlor	5.0						8.0		Morrowind / Clockwork	13.0
Hlaalu Bath Tub, Masterwork	legendary	Suite	13.0	11.0		15.0					Morrowind / Clockwork	39.0
Hlaalu Bed, Canopy	epic	Suite	6.0				10.0		12.0		Morrowind / Clockwork	28.0
Hlaalu Bed, Double Pillow	superior	Suite					5.0		8.0		Morrowind / Clockwork	13.0
Hlaalu Bed, Single	fine	Suite					3.0		6.0		Morrowind / Clockwork	9.0
Hlaalu Bed, Single Pillow	superior	Suite					6.0		9.0		Morrowind / Clockwork	15.0
Hlaalu Bench, Mossy Cushion	epic	Dining	6.0			6.0	8.0		12.0		Morrowind / Clockwork	32.0
Hlaalu Bench, Polished	superior	Dining	5.0	5.0		5.0	9.0				Morrowind / Clockwork	24.0
Hlaalu Bookcase, Empty	superior	Library		6.0			9.0				Morrowind / Clockwork	15.0
Hlaalu Bookcase, Orderly	epic	Library	6.0	8.0			12.0	6.0			Morrowind / Clockwork	32.0
Hlaalu Box, Trinket	epic	Parlor				8.0	12.0	8.0			Morrowind / Clockwork	28.0
Hlaalu Boxes, Compact	superior	Parlor	5.0				4.0	9.0			Morrowind / Clockwork	18.0
Hlaalu Cabinet of Drawers, Clerk	epic	Hearth		7.0			11.0	8.0			Morrowind / Clockwork	26.0
Hlaalu Cabinet, Clerk	epic	Hearth	5.0	7.0			11.0	7.0			Morrowind / Clockwork	30.0
Hlaalu Cabinet, Open	superior	Hearth		5.0			9.0	5.0			Morrowind / Clockwork	19.0
Hlaalu Cannister, Sealed Azurite	epic	Hearth	7.0			12.0		9.0			Morrowind / Clockwork	28.0
Hlaalu Cannister, Trinket	epic	Parlor	8.0			7.0		11.0			Morrowind / Clockwork	26.0
Hlaalu Carpet, Garden Moss	superior	Parlor		6.0					9.0		Morrowind / Clockwork	15.0
Hlaalu Censer, Mesh	epic	Undercroft	7.0			11.0		8.0			Morrowind / Clockwork	26.0
Hlaalu Chair, Polished	superior	Dining		6.0			8.0				Morrowind / Clockwork	14.0
Hlaalu Chest, Secure	epic	Suite				8.0	12.0	8.0			Morrowind / Clockwork	28.0
Hlaalu Cupboard, Formal	epic	Hearth		8.0			12.0	8.0			Morrowind / Clockwork	28.0
Hlaalu Cupboard, Open	superior	Hearth		5.0			9.0	4.0			Morrowind / Clockwork	18.0
Hlaalu Desk, Scholar's	epic	Library	8.0	8.0			12.0				Morrowind / Clockwork	28.0
Hlaalu Dresser, Open	superior	Suite		5.0			9.0	5.0			Morrowind / Clockwork	19.0
Hlaalu Dresser, Scroll Drawers	superior	Suite		5.0			8.0	4.0			Morrowind / Clockwork	17.0
Hlaalu Dresser, Scroll Rack	superior	Suite		5.0			8.0	4.0			Morrowind / Clockwork	17.0
Hlaalu End Table, Formal Scales	epic	Parlor		8.0		8.0	12.0				Morrowind / Clockwork	28.0
Hlaalu End Table, Formal Turtle	epic	Parlor		9.0		7.0	12.0				Morrowind / Clockwork	28.0
Hlaalu Footlocker, Secure	epic	Suite				8.0	11.0	7.0			Morrowind / Clockwork	26.0
Hlaalu Gaming Table, “Foxes & Felines”	legendary	Parlor		11.0		13.0	15.0				Dragon Bones	39.0
Hlaalu Gong	legendary	Parlor	11.0			13.0		15.0			Dragon Bones	39.0
Hlaalu Hanger, Mounted	fine	Miscellaneous					5.0				Morrowind / Clockwork	5.0
Hlaalu Jar, Garden Moss	superior	Hearth		5.0		8.0					Morrowind / Clockwork	13.0
Hlaalu Jar, Sealed Malachite	epic	Hearth	8.0			12.0	8.0				Morrowind / Clockwork	28.0
Hlaalu Lantern, Classic Vellum	epic	Lighting	11.0					8.0		7.0	Morrowind / Clockwork	26.0
Hlaalu Lantern, Modest Vellum	epic	Lighting	11.0	6.0				7.0		6.0	Morrowind / Clockwork	30.0
Hlaalu Lantern, Oversized Vellum	epic	Lighting	11.0					7.0		8.0	Morrowind / Clockwork	26.0
Hlaalu Mat, Welcoming	fine	Parlor							6.0		Morrowind / Clockwork	6.0
Hlaalu Mirror, Standing	epic	Suite	11.0			7.0	5.0	7.0			Morrowind / Clockwork	30.0
Hlaalu Nightstand, Formal	epic	Suite		8.0			11.0	7.0			Morrowind / Clockwork	26.0
Hlaalu Nightstand, Scholar's	epic	Suite	7.0	7.0			11.0	5.0			Morrowind / Clockwork	30.0
Hlaalu Rack, Barrel	fine	Hearth					5.0				Morrowind / Clockwork	5.0
Hlaalu Salt Lamp, Enchanted	legendary	Lighting	10.0	10.0	10.0	15.0					Elsweyr	45.0
Hlaalu Sconce, Vellum	epic	Lighting	7.0				6.0	11.0		6.0	Morrowind / Clockwork	30.0
Hlaalu Settee, Mossy Cushion	epic	Parlor	6.0			6.0	8.0		12.0		Morrowind / Clockwork	32.0
Hlaalu Settee, Polished	superior	Parlor	7.0			5.0	9.0				Morrowind / Clockwork	21.0
Hlaalu Shelf, Long	superior	Library		5.0			8.0	4.0			Morrowind / Clockwork	17.0
Hlaalu Sideboard, Low Cabinet	epic	Hearth		8.0			11.0	7.0			Morrowind / Clockwork	26.0
Hlaalu Sideboard, Scholar's	epic	Hearth		8.0			11.0	7.0			Morrowind / Clockwork	26.0
Hlaalu Sideboard, Scribe's	epic	Hearth	6.0	6.0			11.0	7.0			Morrowind / Clockwork	30.0
Hlaalu Stool, Mossy Cushion	epic	Workshop	5.0	6.0			8.0		11.0		Morrowind / Clockwork	30.0
Hlaalu Stool, Polished	fine	Workshop					6.0				Morrowind / Clockwork	6.0
Hlaalu Stove, Chiminea	legendary	Lighting	13.0		8.0	13.0		15.0			Elsweyr	49.0
Hlaalu Streetlight, Vellum	epic	Lighting	11.0				7.0	6.0		6.0	Morrowind / Clockwork	30.0
Hlaalu Table, Formal Floral	epic	Dining		6.0		10.0	12.0				Morrowind / Clockwork	28.0
Hlaalu Table, Formal Turtle	epic	Dining		6.0		10.0	12.0				Morrowind / Clockwork	28.0
Hlaalu Tapestry, Floral	superior	Parlor	6.0						9.0		Morrowind / Clockwork	15.0
Hlaalu Towels, Folded	superior	Miscellaneous	5.0						8.0		Morrowind / Clockwork	13.0
Hlaalu Trinket Box, Curious Turtle	legendary	Parlor		11.0		15.0		15.0			Dragon Bones	41.0
Hlaalu Vase, Gilded	epic	Parlor	7.0	8.0		11.0					Morrowind / Clockwork	26.0
Hlaalu Wardrobe, Formal	epic	Suite	6.0	7.0			12.0	7.0			Morrowind / Clockwork	32.0
Horn, Ritual	epic	Parlor	6.0	6.0		8.0	12.0				Homestead	32.0
Hourglass, Common	epic	Parlor	9.0	6.0				11.0			Homestead	26.0
Indoril Banner, Almalexia	epic	Parlor	7.0	6.0		7.0			12.0		Morrowind / Clockwork	32.0
Indoril Banner, Sotha Sil	epic	Parlor	8.0			8.0			12.0		Morrowind / Clockwork	28.0
Indoril Banner, Vivec	epic	Parlor	6.0	7.0		7.0			12.0		Morrowind / Clockwork	32.0
Indoril Bellows, Practical	superior	Miscellaneous					5.0	9.0		5.0	Morrowind / Clockwork	19.0
Indoril Box, Trinket	epic	Parlor				8.0	8.0	12.0			Morrowind / Clockwork	28.0
Indoril Brazier, Cauldron	epic	Lighting		8.0		8.0		12.0			Morrowind / Clockwork	28.0
Indoril Brazier, Kettle	epic	Lighting		8.0		7.0		11.0			Morrowind / Clockwork	26.0
Indoril Brazier, Knotwork	superior	Lighting				6.0		9.0			Morrowind / Clockwork	15.0
Indoril Brazier, Pedestal	epic	Lighting		7.0		8.0		11.0			Morrowind / Clockwork	26.0
Indoril Candelabra, Shrine	superior	Lighting	8.0					6.0			Morrowind / Clockwork	14.0
Indoril Candelabra, Shrine Chamber	epic	Lighting		10.0		6.0		8.0			Morrowind / Clockwork	24.0
Indoril Candelabra, Temple	epic	Lighting	6.0	10.0				8.0			Morrowind / Clockwork	24.0
Indoril Candelabra, Temple Chamber	epic	Lighting	6.0	10.0				8.0			Morrowind / Clockwork	24.0
Indoril Candle, Temple	epic	Lighting	7.0	10.0				7.0			Morrowind / Clockwork	24.0
Indoril Cannister, Trinket	epic	Parlor	8.0			8.0		12.0			Morrowind / Clockwork	28.0
Indoril Carpet, Almalexia	epic	Parlor	10.0			6.0			12.0		Morrowind / Clockwork	28.0
Indoril Carpet, Grand Almalexia	epic	Parlor	10.0			7.0			13.0		Morrowind / Clockwork	30.0
Indoril Carpet, Grand Sotha Sil	epic	Parlor	7.0	6.0		8.0			13.0		Morrowind / Clockwork	34.0
Indoril Carpet, Grand Vivec	epic	Parlor		8.0		9.0			13.0		Morrowind / Clockwork	30.0
Indoril Carpet, Sotha Sil	epic	Parlor	7.0	6.0		7.0			12.0		Morrowind / Clockwork	32.0
Indoril Carpet, Vivec	epic	Parlor		8.0		8.0			12.0		Morrowind / Clockwork	28.0
Indoril Cassone, Sealed	epic	Parlor	7.0			8.0		11.0			Morrowind / Clockwork	26.0
Indoril Chandelier, Knotwork	superior	Lighting	6.0					8.0			Morrowind / Clockwork	14.0
Indoril Chest, Fortified	superior	Suite				6.0		9.0			Morrowind / Clockwork	15.0
Indoril End Table, Rounded	superior	Parlor		6.0			9.0				Morrowind / Clockwork	15.0
Indoril Footlocker, Fortified	superior	Suite				5.0		8.0			Morrowind / Clockwork	13.0
Indoril Incense Cup, Silver	superior	Undercroft	7.0			9.0					Morrowind / Clockwork	16.0
Indoril Lantern, Hanging	superior	Lighting	8.0	5.0							Morrowind / Clockwork	13.0
Indoril Lightpost, Stone	fine	Lighting	5.0			3.0					Morrowind / Clockwork	8.0
Indoril Platter, Floral	epic	Hearth		7.0		8.0		11.0			Morrowind / Clockwork	26.0
Indoril Rug, Almalexia	epic	Parlor	9.0			7.0			12.0		Morrowind / Clockwork	28.0
Indoril Rug, Sotha Sil	epic	Parlor	6.0	6.0		8.0			12.0		Morrowind / Clockwork	32.0
Indoril Rug, Vivec	epic	Parlor		8.0		8.0			12.0		Morrowind / Clockwork	28.0
Indoril Runner, Almalexia	epic	Parlor	9.0			6.0			11.0		Morrowind / Clockwork	26.0
Indoril Runner, Sotha Sil	epic	Parlor	6.0	6.0		7.0			11.0		Morrowind / Clockwork	30.0
Indoril Runner, Vivec	epic	Parlor		7.0		8.0			11.0		Morrowind / Clockwork	26.0
Indoril Sconce, Shrine	epic	Lighting	12.0	8.0				8.0			Morrowind / Clockwork	28.0
Indoril Sconce, Temple	epic	Lighting	11.0	7.0				8.0			Morrowind / Clockwork	26.0
Indoril Shelf, Block	fine	Library	5.0				3.0				Morrowind / Clockwork	8.0
Indoril Shelf, Long	superior	Library		5.0			8.0	4.0			Morrowind / Clockwork	17.0
Indoril Streetlight, Brick	superior	Lighting	8.0			6.0					Morrowind / Clockwork	14.0
Indoril Streetlight, Full Stone	fine	Lighting	6.0			4.0					Morrowind / Clockwork	10.0
Indoril Streetlight, Stone	fine	Lighting	6.0			3.0					Morrowind / Clockwork	9.0
Indoril Tapestry, Almalexia	epic	Parlor	7.0			7.0			12.0		Morrowind / Clockwork	26.0
Indoril Tapestry, Sotha Sil	epic	Parlor	8.0			8.0			12.0		Morrowind / Clockwork	28.0
